id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
830330,3.688879454,House,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,2,Real Bed,flexible,TRUE,DC,,t,t,100%,29-11-16,f,,38.95263181,-77.03201426,Clean + Cozy One Bedroom in 16th Street Heights #2,16th Street Heights,0,,20011,1,1
831725,4.077537444,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",""Smart lock""}",2,1.5,Real Bed,strict,TRUE,NYC,14-08-17,t,t,100%,14-07-10,t,11-09-17,40.6619244,-73.91371424,Belo Quarto/w/UPGRADE to Deluxe,Brownsville,5,88,11212,1,1
834871,4.700480366,House,Private room,"{""Wireless Internet"",Heating,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,moderate,TRUE,Boston,08-05-17,t,f,100%,25-04-17,f,01-09-17,42.34462487,-71.07066374,40ShadesOfGray-202 波士顿市中心热房202,South End,14,91,2116,1,1
838070,3.80666249,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",3,1,Real Bed,strict,TRUE,NYC,24-06-16,t,t,100%,11-09-15,t,21-05-17,40.87255972,-73.86571013,Private-Room/2block from the train/comfy mattress.,Allerton,57,94,10467,1,
838943,4.859812404,Condominium,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Pets allowed"",Doorman,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed""}",2,1,Real Bed,strict,TRUE,Boston,05-04-16,t,t,100%,14-02-14,t,10-09-17,42.34646168,-71.06354865,Hip 1BR in South End,South End,21,98,2118,1,1
839235,5.036952602,House,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Pets allowed"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers}",5,2,Real Bed,moderate,TRUE,LA,01-06-15,t,t,100%,24-03-15,f,23-04-17,34.0845629,-118.258467,Cool Echo Park 2 bed 2 bath,Echo Park,42,91,90026,2,2
840103,5.010635294,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials}",1,1,Real Bed,flexible,FALSE,NYC,,t,t,,22-08-14,f,,40.76306509,-73.92246842,Cozy 1 bedroom apt Prime Location!!,Astoria,0,,11106,1,1
840986,4.49980967,Loft,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad,Lockbox,""Private entrance""}",2,1,Real Bed,moderate,TRUE,LA,24-03-17,t,t,100%,06-07-15,f,16-04-17,34.07421627,-118.2593441,Unique Echo Park Lake Artist's Studio,Echo Park,5,100,90026,0,2
842147,6.102558595,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",6,2,Real Bed,strict,TRUE,NYC,10-04-16,t,t,100%,31-03-14,f,21-09-17,40.7732581,-73.95418072,CENTRAL PARK**DUPLEX**LUXURY**~4 Beds & PATIO!!!!!,Upper East Side,61,95,10028,3,3
843011,3.931825633,House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,LA,17-09-16,t,f,100%,04-07-16,t,28-04-17,33.93671948,-118.3156934,Private Bright Zen Room / Breakfast / Parking,Westmont,49,96,90047,1,1
844319,5.736572297,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,Essentials}",3,1,Real Bed,strict,TRUE,NYC,29-09-17,t,t,50%,17-11-13,f,29-09-17,40.73594171,-73.99729888,Charming loft/1 bedroom in prime location,Greenwich Village,1,100,10011,1,1
846799,5.164785974,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",5,1,Real Bed,moderate,TRUE,Boston,06-05-16,t,f,100%,01-01-16,f,31-08-17,42.31308412,-71.10511678,2BR near subway in eclectic Boston neighborhood,Jamaica Plain,40,92,2130,2,3
851927,4.605170186,Apartment,Entire home/apt,"{""Wireless Internet"",Kitchen,""Smoking allowed"",""Elevator in building"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private entrance""}",4,1,Real Bed,moderate,FALSE,LA,,t,t,67%,06-07-15,f,,34.09626352,-118.3119689,Cozy & Colorful Private Apartment,Hollywood,0,,90028,0,2
853409,4.382026635,House,Private room,"{""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room""}",2,1,Real Bed,moderate,TRUE,Boston,01-09-15,t,t,100%,16-09-10,f,26-09-17,42.30983835,-71.107524,"Your own bedroom, sitting room & bathroom. Near T.",Jamaica Plain,69,97,2130,1,1
854396,5.521460918,Townhouse,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",Bathtub}",4,2.5,Real Bed,flexible,FALSE,LA,,t,f,100%,05-05-14,f,,34.03699214,-118.471534,Brand New Gorgeous Townhouse in Santa Monica,Santa Monica,0,,90404,2,2
854589,4.007333185,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",Shampoo}",3,2,Real Bed,strict,TRUE,LA,29-10-12,t,t,44%,10-01-12,f,31-05-16,34.09605223,-118.340499,"Central Hollywood apt,great space!",Hollywood,21,98,90038,1,2
855253,4.94875989,Other,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,moderate,TRUE,NYC,25-07-16,t,t,100%,26-04-16,f,14-07-17,40.73137317,-74.00079393,Cozy apt available in trendy West Village.,Greenwich Village,23,89,10014,1,1
860776,4.382026635,Apartment,Private room,"{TV,""Wireless Internet"",Kitchen,Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1.5,Real Bed,moderate,TRUE,LA,,t,t,,17-02-13,f,,34.00021133,-118.477699,Master Bedroom in Beach Escape,Santa Monica,0,,90405,1,1
861658,5.075173815,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo}",4,1,Real Bed,moderate,TRUE,NYC,,t,t,,03-08-11,f,,40.72313638,-73.98491483,Huge 1 bedroom in the East Village,Alphabet City,0,,10009,1,2
862193,4.700480366,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,strict,TRUE,NYC,15-11-16,t,t,80%,18-04-12,f,24-09-17,40.72013157,-73.98367336,LES Private Room - NYC Manhattan Location,Lower East Side,2,100,10002,1,1
862804,4.418840608,Apartment,Private room,"{TV,""Wireless Internet"",Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials}",3,1,Real Bed,flexible,TRUE,NYC,,t,f,,12-10-15,f,,40.79290295,-73.94108338,Darian Place,East Harlem,0,,10029,1,3
877431,5.521460918,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,strict,TRUE,NYC,20-07-15,t,f,80%,04-12-12,f,20-07-15,40.80934846,-73.93987218,2-Bedroom in Landmark Harlem Home,Harlem,1,,10037,2,2
877450,4.605170186,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials}",2,1,Real Bed,moderate,TRUE,NYC,03-08-15,t,t,,03-10-14,f,03-08-15,40.71673727,-74.00334117,Large Sunny Private Room,Chinatown,1,100,10013,1,1
881105,4.043051268,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private living room""}",1,2,Real Bed,strict,TRUE,NYC,09-09-17,t,t,100%,17-11-13,f,16-09-17,40.71462274,-73.96262581,Private room in Williamsburg with patio,Williamsburg,3,100,11249,1,1
887129,3.912023005,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,moderate,TRUE,Boston,08-11-16,t,t,70%,11-05-16,f,25-09-17,42.27658293,-71.15239829,Charming Colonial 1br with parking,West Roxbury,10,78,2132,1,
891728,4.17438727,House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,TRUE,LA,29-07-16,t,f,100%,05-05-13,f,03-01-17,34.159208,-118.123849,Tranquil Bungalo Heaven Private Room,,11,96,,1,1
891912,5.991464547,House,Entire home/apt,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",2,1,Real Bed,moderate,TRUE,SF,31-03-17,t,f,100%,11-11-14,f,21-09-17,37.79103204,-122.4337378,Painted Lady in the heart of Pacific Heights,Pacific Heights,2,100,94115,1,1
891953,5.370638028,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Shampoo}",4,1,Real Bed,strict,TRUE,SF,23-09-15,t,t,,27-01-15,f,23-09-15,37.75999783,-122.4371758,Modern condo in the heart of it all!,The Castro,1,100,94114,2,2
892183,4.094344562,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials}",2,1,Real Bed,flexible,TRUE,NYC,,t,t,,08-05-14,f,,40.73973483,-73.90731212,Quiet Cottage with Private Yard,Woodside,0,,11377,1,1
898833,4.787491743,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,flexible,FALSE,NYC,17-04-16,t,f,100%,10-05-15,f,27-08-17,40.66184002,-73.96000651,Lovely Suite (private bath) near Botanical garden,Lefferts Garden,38,98,11225,3,1
906822,5.857933154,Condominium,Entire home/apt,"{""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,""Free parking on premises"",""Elevator in building"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,2,Real Bed,flexible,TRUE,LA,,t,f,,20-03-16,f,,33.72601814,-118.3250083,San Pedro - South Shores Ocean View,San Pedro,0,,90732,1,1
918341,5.192956851,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Self Check-In"",Doorman,""Hot water"",""Bed linens"",""Step-free access"",""Well-lit path to entrance""}",2,1,Real Bed,moderate,FALSE,Boston,02-07-17,t,f,,23-01-17,f,16-07-17,42.34332402,-71.06344428,One Bedroom Unit in Luxury Building,South End,2,100,2118,1,
918572,4.553876892,House,Private room,"{""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Smoke detector"",""Carbon monoxide detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,FALSE,LA,15-08-15,t,t,100%,16-11-12,f,20-01-17,34.07975669,-118.2806566,Silver Lake Gardenview Private,Silver Lake,37,99,90026,1,1
921585,4.941642423,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Smartlock}",4,1,Real Bed,moderate,TRUE,LA,,t,t,99%,19-08-13,f,,34.08788877,-118.3385907,The best 2 BDR in Hollywood  #102,Hollywood,0,,90038,2,2
926087,4.605170186,House,Private room,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,1,Futon,moderate,TRUE,DC,09-06-12,t,f,100%,08-01-12,f,05-05-17,38.89244428,-76.99370842,Cinnamon Row House /1 full bed/bath,Capitol Hill,32,93,20002,1,1
929468,5.267858159,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",4,1.5,Real Bed,strict,TRUE,SF,31-12-13,t,t,100%,26-07-10,f,17-09-17,37.77572545,-122.4133594,"Gorgeous 1BR Duplex SoMa Loft nr Hayes, Downtown",SoMa,53,93,94103,1,1
932277,4.787491743,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",5,1,Real Bed,moderate,TRUE,NYC,02-01-15,t,t,100%,29-04-14,t,04-08-17,40.64371787,-73.95968788,Sunny Private Apt in Ditmas Park ,Flatbush,8,97,11226,1,2
937667,5.616771098,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",6,1,Real Bed,strict,TRUE,Boston,20-06-13,t,f,100%,26-11-11,f,26-08-17,42.33903881,-71.0810442,Renovated South End 2 bed on Northampton St - #2,Roxbury,70,87,2118,2,2
945124,5.298317367,House,Entire home/apt,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",4,1,Real Bed,strict,TRUE,SF,01-09-15,t,f,,07-07-12,f,26-12-16,37.77075573,-122.4300328,Victorian home in Duboce Triangle,Duboce Triangle,5,100,94117,2,2
945348,4.605170186,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",2,1,Real Bed,flexible,TRUE,NYC,26-06-15,t,t,100%,29-12-13,f,26-06-15,40.66525948,-73.98449251,Private room - Perfect location!,Park Slope,1,100,11215,1,1
953514,4.682131227,House,Private room,"{""Wireless Internet"",""Air conditioning"",Pool,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Private entrance""}",2,1,Real Bed,strict,TRUE,LA,14-09-15,t,t,100%,13-10-14,f,16-03-17,34.10279223,-118.3604471,Private suite in Hollywood Hills!,Hollywood Hills,3,100,90046,1,1
958594,4.077537444,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher""}",2,1.5,Real Bed,strict,FALSE,Chicago,09-04-13,t,t,100%,13-02-13,f,30-04-17,42.00425793,-87.66692593,"Huge Victorian near Loyola, Lake #3",Rogers Park,128,97,60626,1,2
964803,5.192956851,Condominium,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",Bathtub,""Room-darkening shades"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed""}",2,1,Real Bed,flexible,TRUE,SF,29-06-15,t,t,100%,22-07-13,f,28-09-17,37.75114043,-122.4078588,Classic Edwardian home w/leafy backyard in Mission,Mission District,21,98,94110,1,1
971154,3.761200116,Loft,Private room,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Self Check-In"",Keypad}",2,,Real Bed,flexible,FALSE,NYC,,t,f,100%,18-07-16,f,,40.68684155,-73.90976883,"Cozy, simple room in convenient Bushwick location!",Bushwick,0,,11207,1,1
975779,4.49980967,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",3,1,Real Bed,moderate,TRUE,LA,,t,f,100%,11-11-15,f,,33.99012927,-117.918302,孔雀园舒适一房一厅 one bedroom apartment3,,0,,91748,1,2
978386,5.370638028,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron}",6,1,Real Bed,flexible,TRUE,NYC,07-05-17,t,f,,29-04-17,f,02-06-17,40.72509481,-73.98294806,Sweet 2 BR Home in the heart of the East Village,Alphabet City,2,90,10009,2,3
980561,4.605170186,Apartment,Entire home/apt,"{""Wireless Internet"",""Pets allowed"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,flexible,TRUE,NYC,14-11-16,t,t,100%,25-10-16,t,15-09-17,40.81013544,-73.94285115,The Tavern,Harlem,30,95,10027,0,2
985667,4.060443011,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo}",3,1,Real Bed,moderate,TRUE,NYC,07-05-13,t,f,100%,13-04-13,t,26-09-17,40.79793551,-73.93223272,"Big 1st Meal, Kind Host, Ace Space",East Harlem,226,91,10035,2,2
985730,4.532599493,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,""Pets live on this property"",Dog(s),""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Bathtub}",4,1,Real Bed,flexible,TRUE,LA,15-04-17,t,t,100%,12-03-16,f,01-05-17,34.11497099,-118.2780764,Lovely Modern Apartment in beautiful Los Feliz,Los Feliz,2,100,90027,1,3
995305,5.857933154,Loft,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Heating,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,strict,TRUE,NYC,16-10-12,t,t,90%,24-07-12,f,27-08-17,40.72185307,-73.99023137,Artist Loft,Lower East Side,83,89,10012,3,3
1006909,5.010635294,Apartment,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Airbed,strict,FALSE,NYC,06-07-13,t,f,,12-06-13,f,12-10-15,40.78815313,-73.97369778,BEAUTIFUL UPPER WEST SIDE SANCTUARY,Upper West Side,21,92,10024,1,1
1011412,4.941642423,Apartment,Entire home/apt,"{""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector""}",6,1,Real Bed,strict,TRUE,NYC,14-09-15,t,f,100%,19-05-14,t,22-09-17,40.69205087,-73.93143864,Quite 2 bedroom apt. in Brooklyn,Bedford-Stuyvesant,39,89,11221,2,3
1013554,4.86753445,House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,0,Real Bed,strict,TRUE,LA,,t,f,0%,24-04-13,t,,34.08489283,-118.3061082,Private room with TV and fireplace,Hollywood,0,,90029,1,1
1022204,5.272999559,Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",4,1.5,Real Bed,flexible,TRUE,LA,,t,t,,26-09-09,f,,33.99636315,-118.4782108,Venice Beach - A block to the sand!,,0,,90291,2,2
